texto,sentimiento
"Poco a poco, el fondo se centró en ayudar a empresas familiares y emprendedores en su transición hacia una pequeńa multinacional.",neutral
"- Braskem (BRKM5) está considerando solicitar protección judicial frente a acreedores, e incluso una posible reestructuración, tras un marcado deterioro financiero en los últimos meses.",negativo
Expansión estratégicaEl plan de negocios diseñado por Andes Salud para rentabilizar y expandir la operación de Clínica IMET se estructurará en dos etapas principales.,positivo
"Suponiendo que no se produzcan inversiones adicionales del sector privado, los analistas afirmaron que esperan que la volatilidad de los precios se modere a medio plazo, lo que permitiría que las compras del sector oficial se aceleren de nuevo y alcancen una media de unas 60 toneladas al mes.",neutral
"""Para garantizar un servicio moderno y eficiente, Baleària aplicará su modelo de negocio responsable, fundamentado en la modernización de activos, el capital humano y la calidad"", señala la nota de prensa.",neutral
"La mayor discrecionalidad del regulador, unida a la posibilidad de elevar sanciones en la fase final del cálculo, dificulta anticipar el resultado de los expedientes y aumenta la importancia de la defensa jurídica en cada caso concreto.",neutral
"De acuerdo con un informe de la compañía Facimex Valores, tanto el tipo de cambio como las tasas en moneda local mostraron una evolución atípica desde el inicio de la guerra en Medio Oriente.",neutral
Supone reforzar la capacidad productiva para un bien público de primer orden como es la seguridad y defensa nacional.,positivo
Desde la gestora M&G explican que los bonos soberanos han reaccionado a las preocupaciones inflacionistas en lugar de haberse convertido en activos refugio.,negativo
"El dólar mayorista terminó el primer trimestre a 1.382 pesos, con una caída acumulada de 5%, mientras que se evalúa el impacto de la liberación de liquidez dispuesta desde abril por el BCRA dada una contracción en el nivel de encajes.",neutral
"En el marco de ese movimiento, una de las principales cuestiones tenía que ver con la valoración de EM&E, dado que en función de ello la compańía familiar de los Escribano podría superar la participación del Estado en Indra, aunque los hermanos siempre dijeron que no querían tener más acciones que Sepi.",neutral
"En este contexto, concluye que no se observa un rebote generalizado del mercado, sino una rotación selectiva hacia sectores que se benefician del estímulo fiscal, la dinámica del dólar y la normalización de las valuaciones en inteligencia artificial.",neutral
"Los trabajadores que perdían poder de compra porque los salarios no podían ajustarse tan rápido ante cambios en precios tan bruscos”, al subrayar que los efectos de la inflación recaen con mayor fuerza sobre quienes dependen de ingresos fijos.",negativo
"“Las perspectivas de que Estados Unidos busque una distensión pueden contribuir al apetito de riesgo a corto plazo, tal y como se ha reflejado en las últimas 24 horas”, afirmó Tai Hui, estratega jefe de mercados para Asia-Pacífico de JPMorgan Asset Management.",neutral
"A medida que subía el S&P 500, la volatilidad implícita descendió de forma natural a lo largo de la curva.",neutral
"Aunque la subida es moderada, representa un impacto relevante en el ajuste del gasto familiar ya que la guerra en Oriente Medio también ha provocado incrementos en el coste de la luz y de la gasolina.",negativo
La reciente caída no demuestra que haya dejado de ser refugio.,neutral
"Sergio García, analista sénior de IG, destaca que las compañías petroleras y las utilities en España como el caso de Iberdrola y Endesa, presentan buen aspecto técnico.",positivo
- Reserva de valor: El oro ha sido históricamente considerado como una reserva de valor y una protección contra la inflación.,positivo
"Es decir, que si hubiéramos invertido hace exactamente 5 años, habríamos conseguido duplicar nuestro patrimonio gracias a este fondo.",positivo
"Tanto en el mes como en el ańo le sigue Enagás, que se anota un 11,70% y un 30,34%, tras la propuesta de la Comisión Nacional de los Mercados y la Competencia (CNMC) sobre la retribución del gas para 2027-2032, que ha sido mejor de lo esperado por el mercado y reduce el miedo a recortes y mejora la visibilidad de ingresos y dividendos.",positivo
"Activos negociables: además de los 300 etfs, cuenta con otros tipos de productos financieros como acciones, futuros, materias primas o divisas.Comisiones: eToro no cobra comisiones por la compra o venta de ETFs.",neutral
Lo cierto es que en dichos mínimos tenemos fuertes soportes en las bolsas europeas (Dax: 21.863; Cac: 7.505; Euro Stoxx 50: 5.376; Ibex 35: 16.247 y Stoxx Europe 600: 559).,neutral
"Las nuevas indicaciones, además, anticipan una posible reducción de la multa cuando la conducta no afecte a todo el territorio nacional, lo que obliga a la CNMC a justificar con mayor precisión el impacto real de la práctica.",neutral
"Línea Directa Aseguradora (BME: LDA)- Puntuación de salud financiera de InvestingPro: 2,80 / 5- Precio actual (26/03): 1,18€- Valor razonable de InvestingPro: 1,49€ / 26%- Rendimiento del dividendo: 2,8%- Incertidumbre del valor razonable: MEDIA- Confianza del Valor de mercado: MEDIA- Sector: FINANCIEROLínea Directa Aseguradora S.A. (LDA) es una empresa con sede en España especializada en la provisión de servicios de seguros y reaseguros en los sectores de seguros generales.",neutral
"El selectivo ha cerrado con una subida del 3,11%, hasta los 17.580 puntos.",positivo
"En términos anuales, la inflación total se redujoseispuntos básicos (pbs) frente a la lectura de enero, ubicándose en 5,29%.",neutral
"(Texto enviado a las 9:03 horas) (Recursos de archivo en EFEServicios 55019839976).Ginebra - ONU Comercio y Desarrollo (UNCTAD) calcula que la guerra de Irán reducirá hasta el 2,6 % el ritmo de crecimiento económico en 2026, tres décimas menos que en 2025.",negativo
"28043 Madrid- Teléfono: 913645157- Web: www.imf.com- Facturación 2024: 35 millones de euros- Número de profesores: 300- Nş de empleados: 360- Nş de alumnos: 12.000ESPÍ, ConradoCONSEJERO DELEGADOISDE- Sede social: C/ Serrano, 208.",neutral
"De este modo, la sensibilidad del fondo a los tipos de interés se mantiene contenida, con una duración de tipos de aproximadamente 1,2 años.",positivo
"Para 2027, los institutos prevén un crecimiento moderado del 0,9 %, frente al 1,4 % pronosticado en otoño pasado, mientras que auguran que la tasa de inflación aumentará al 2,9 %.",negativo
"28108 Madrid- Teléfono: 914805000- Web: www.indracompany.com- Facturación 2024: 4.843 millones de euros- Nş de empleados: 60.000ESCRIBANO, ÁngelPRESIDENTEINETUM- Sede social: C/ María de Portugal 9-11.",neutral
"Por su parte, el contrato a plazo del gas natural TTF holandés, el referente del gas natural europeo, también ha reducido su caída hasta el 3,73 %; con el megavatio/hora a 48,87 euros.",negativo
"30840 Murcia- Teléfono: 968636900- Web: www.grupofuertes.com- Facturación 2023: 2.502 millones de euros- Nş de empleados: 8.397FUERTES, TomásPRESIDENTEGRUPO ILUNION- Sede social: C/ Albacete, 3.",neutral
"De hecho, si nos fijamos en un índice centrado en compañías de alta rentabilidad por dividendo, como es el S&P 500 Dividend Aristocrats, veremos que, en los últimos veinte años, la rentabilidad es bastante similar o incluso ligeramente superior a la del S&P 500.",positivo
"En la muestra de 24 países emergentes relevada por Facimex Valores, la dinámica predominante fue de suba de tasas en moneda local y depreciación cambiaria, en línea con un entorno global más adverso.",negativo
"El euríbor a 12 meses ha dado respuesta a la reunión del Banco Central Europeo (BCE) de ayer disparándose hoy hasta un nuevo máximo del año del 2,658% a tipo diario, muy por encima del 2,524% del jueves.",negativo
"Ver más: Precio del petróleo sube más de 90% en el año y se dirige a su mayor alza trimestral desde 1990Las acciones de las empresas energéticas cedieron ganancias tras los comentarios del presidente iraní, y tanto Exxon Mobil Corp.",negativo
"03203 Alicante- Teléfono: 966657500- Web: www.tempe.es- Facturación 2024: 1.614 millones de euros- Nş de empleados: 2.000GARCÍA TORRES, VicentePRESIDENTETHE ART COMPANY- Sede social: Polígono Moreta s/n. Quel.",neutral
Las estimaciones de Wall Street prevén unos ingresos anuales de 12.450 millones de dólares este año y de 23.140 millones el próximo.,positivo
"28027 Madrid- Teléfono: 915455000- Web: www.sacyr.com- Facturación 2024: 4.571 millones de euros- Nş de empleados: 15.121MANRIQUE, ManuelPRESIDENTESIGÜENZA, PedroCONSEJERO DELEGADOSANDO- Sede social: Avd.",neutral
"De este modo, Competencia podrá ajustar las multas no solo a la baja, como ocurría hasta ahora, sino también al alza, con el objetivo de garantizar su efecto disuasorio.",negativo
"Leer más - 15:50 hLos precios y futuros del petróleo se encuentran actualmente en un nivel similar al del escenario adverso del BCE, según el FTIsmael Abdelkhalek.",negativo
"Hay una tipología muy variada, que permite al inversor/ahorrador encontrar los productos más adecuados para cualquier perfil inversor, desde los más conservadores hasta los más arriesgados.",neutral
"A mediados de marzo, Fernández Valdovinos había señalado que el país aplicaría una «economía de guerra» en la parte fiscal por la caída de los ingresos en la recaudación tributaria, al tiempo que llamó a las instituciones del Estado a «apretarse los cinturones».",negativo
"Bonos- El rendimiento de los bonos del Tesoro a 10 años apenas varió al 4,35%.",neutral
"Es decir, entonces se valoró el 100% de AltamarCAM Partners (grupo salido de la fusión de Altamar con el grupo alemán CAM en 2021) en 335 millones de euros.",neutral
"Indra ha llegado a perder el 8% tras conocerse que su presidente, Ángel Escribano, se plantea dimitir esta tarde, si bien ha templado poco después su retroceso hasta terminar la jornada con una subida del 3,13%.",neutral
"28050 Madrid- Teléfono: 913304000- Web: wwww.nokia.com- Facturación 2024: 19.220 millones de euros (global)- Nş de empleados: 1.300GALLEGO, IgnacioPRESIDENTE EJECUTIVOONIVIA- Sede social: Avd.",neutral
"Además, los fondos de inversión pueden proporcionar a los inversores una mayor liquidez y flexibilidad en comparación con la inversión directa en activos individuales.",neutral
"A partir de los telegramas, comenzó el reclamo por parte del gremio, amparándose en el acuerdo firmado un año atrás.",neutral
"Un ETF de oro, o Exchange-Traded Fund de oro, es un instrumento de inversión que rastrea el precio del oro y permite a los inversores comprar y vender participaciones en el ETF en bolsas de valores, de manera similar a las acciones de una empresa.",neutral
"Más allá del petróleo, el informe también resalta que la demanda global de energía seguirá creciendo en las próximas décadas, pasando de 308 millones de barriles equivalentes diarios en 2024 a cerca de 378 millones en 2050.",neutral
"Además, los que no emergen de activo refugio son los metales preciosos, ya que este lunes el precio del oro pierde un 3%, hasta los 4.390 dólares por onza, y la plata cae un 1% tras alejarse la posibilidad de recortes de tipos de interés ante el repunte de la inflación y la incertidumbre que sigue habiendo pese al impulso de hoy.",negativo
"https://mma.prnewswire.com/media/2945832/Example_rendering_of_a_Reju_Regeneration_Hub.jpg""Agradecemos al Gobierno de los Países Bajos y al Ministerio de Asuntos Económicos y Clima su apoyo a la expansión de tecnologías comerciales que permiten reducciones cuantificables de emisiones y aceleran la transición hacia una industria textil verdaderamente circular"", declaró Patrik Frisk, consejero delegado de Reju.",positivo
"En los mercados de renta fija, la rentabilidad del bono español de deuda a diez años se relaja hasta el 3,556%, lo que deja la prima de riesgo frente a Alemania en 52,56 puntos.",neutral
"Caputo también apuntó contra los economistas que aseguran que el Gobierno enfrenta un trade-off entre inflación y recesión, al sostener que en los próximos meses deberán elegir por una de las dos variables.",neutral
"La compra de las acciones de la sociedad concesionaria está sujeta a la formalización del contrato de compraventa con los accionistas actuales, una vez se obtengan las aprobaciones regulatorias y se cumplan las demás condiciones establecidas en el proceso de venta.",neutral
"Históricamente, tanto el oro como los bonos han funcionado bien como activos refugio en entornos de crisis deflacionarias o de bajo crecimiento.",neutral
"Cuanto más acortamos el tiempo de las operaciones para realizar la compra-venta de activos estaremos entrando en el terreno del trading de ultra corto plazo, de pocos días, horas o incluso minutos convirtiéndonos en scalpers.",neutral
Se trata de un segmento de alta calidad —con calificación AAA— que ha demostrado una estabilidad superior frente a la volatilidad de los bonos soberanos.,positivo
"” LCG plantea que este estancamiento persiste desde fines de 2007, ya que “desde allí la economía creció al 0,8% anual, por debajo del crecimiento poblacional”.",negativo
"Ya habíamos elevado la exposición al sector energético, fue una casualidad, habíamos analizado que EE UU quiere aumentar la producción de petróleo y pensamos que esto era un fuerte impulso a favor.",positivo
"Prevenir la inflación y las pérdidas de producción [económica] debería ser la prioridad absoluta"".",neutral
"Además, está registrado en la CNMVOpenBankCon OpenBank, los inversores pueden acceder a comprar más de 1.000 ETFs de todo el mundo.",neutral
"También conviene tener en cuenta que, de entre todos los principales bancos centrales, la Reserva Federal de Estados Unidos probablemente sea la menos dispuesta a subir los tipos de interés para combatir la inflación, ya que se espera que Kevin Warsh, el elegido por Trump, asuma la presidencia próximamente.",neutral
"""Solo se cierran estos dos fondos y tanto la cartera ibérica, como la de concentrados, como la estrategia de grandes compańías van a seguir abiertas y, por el tamańo que tienen, no hay previsión de que se vayan a cerrar"".",neutral
"La semana pasada, las acciones cayeron después de que el inversor Michael Burry hablara sobre ambas en una publicación de Substack titulada “El regreso de los gemelos tóxicos”.",negativo
"Países como México, Chile o Brasil exhiben trayectorias que, con matices, reflejan cierta estabilidad relativa, consistente con niveles de inflación moderados y previsibilidad macroeconómica.",neutral
El BCE publicó el martes su nueva estrategia de pagos con la que quiere mejorar las infraestructuras de pagos en la zona del euro debido a los rápidos cambios tecnológicos.,neutral
"Los precios del petróleo caían alrededor de 2% a niveles de US$ 100 por barril, después de terminar marzo con su mayor subida mensual histórica, y el dólar se debilitaba a nivel global, mientras las principales tasas de interés fuera de EEUU se encontraban a la baja.",negativo
"Como resultado, muchas empresas afrontan los próximos años con mayor visibilidad y capacidad de actuación.",positivo
"El experto recuerda que, aunque la guerra ha agravado los temores de desaceleración, el mercado ya venía dando señales de enfriamiento.",negativo
"Tenemos €500mn comprometidos a la retribución al accionista en 2026–27, de los que ya hemos distribuido €92mn, y contamos con un balance que nos permite seguir creciendo y ejecutando sin comprometer nuestro negocio.",positivo
"Tanto el juzgado que dio luz verde a la eutanasia de la joven como posteriormente el Tribunal Superior de Justicia de Cataluña concluyeron que a lo largo del proceso judicial no se había constatado la “falta de capacidad” de Noelia a la hora de desestimar su petición de muerte asistida, y que su decisión de solicitarla se había mantenido firme desde abril de 2024.",neutral
"De acuerdo con el más reciente informe de Bancolombia, la Junta Directiva podría aumentar en 100 puntos básicos la tasa de interés hasta 11,25%, en respuesta a un entorno inflacionario más complejo y persistente.",negativo
Cuenta con 105 empleados en la unidad de producción y dos edificios de oficinas y fábrica.,neutral
"Eliminando el efecto de la disminución de la activación de I+D, el EBITDA 2025 hubiera sido ligeramente superior al de 2024.",neutral
Franklin Biotechnology DiscoveryEste fondo se sitúa en el extremo más volátil del espectro biotech.,neutral
"Con los precios ya controlados, el BCE no tiene prisa ni para bajar más ni para subir.",neutral
"Bolsa e Ibex 35 hoy, en directo | El crudo cae un 11% y Wall St.",neutral
"Entre sus objetivos para este año 2026, se encuentra el de superar los 4.100 millones de euros en ventas y los 215 millones en el resultado bruto de explotación (Ebitda), con una cifra de contratación esperada de 4.400 millones de euros.",positivo
"En cuanto a los soportes, debemos vigilar el nivel de los 22,67 euros por acción.",neutral
"28020 Madrid- Teléfono: 917486400- Web: www.google.es- Facturación 2024: 348.160 millones de dólares (global)- Nş de empleados: 581 (Espańa)CATTARUZZI, LinoDIRECTOR GENERAL IBERIAGROUPON SPAIN- Sede social: C/ Pintor Juan Gris, 4.",neutral
"Sin embargo, el comportamiento del metal evidencia señales de agotamiento tras un rally prolongado, en un entorno donde las tasas de interés elevadas y la fortaleza del dólar comienzan a limitar su capacidad de recuperación sostenida.",negativo
"- Regulación y seguridad: Freedom24 está regulado por CySEC y registrado en la CNMV, y forma parte de Freedom Holding Corp.",neutral
"""Permitir que las expectativas de inflación se desanclen no solo arriesgaría una mayor inflación, sino también un crecimiento más lento y un mercado laboral más débil"", dijo.",negativo
"17463 Girona- Teléfono: 972214550- Web: www.rubau.com- Facturación 2024: 203 millones de euros- Nş de empleados: Más de 1.000RUBAU FORNESA, JoanPRESIDENTEJURADO, MiguelCONSEJERO DELEGADOSACYR- Sede social: C/ Condesa de Venadito, 7.",neutral
"Gasto en I+DHuawei cifró en 192.300 millones de yuanes (27.508 millones de dólares) su gasto en investigación y desarrollo (I+D) durante el último ejercicio, el más alto de su historia y equivalente al 21,8 % de su facturación anual.",positivo
"En España, el déficit comercial aumentó ese año un 41,6 %, hasta alcanzar los 57.054 millones de euros (66.123 millones de dólares), aunque la tendencia ha cambiado al inicio de este ejercicio, ya que en enero se redujo un 35,2 % respecto al mismo mes del año anterior, de acuerdo con los datos de la última balanza comercial publicada.",negativo
"Integrasys aporta a esta alianza soluciones antidrones de largo alcance, comunicaciones seguras, redes satelitales y gestión del espectro electromagnético, todos ellos elementos importantes para coordinar sistemas de defensa distribuidos como los de este escudo, explica la compañía.",neutral
"03203 Alicante- Teléfono: 966657900- Web: www.kelme.com- Facturación 2022: 3,06 millones de euros- Nş de empleados: 36GARCÍA COBALEDA, CarlosDIRECTOR GENERALLA DOMA DE CURTIDOS- Sede social: C/ Mas Els Casals, s/n. Centelles.",neutral
"Por otro lado, los ETFs y las acciones mineras de oro brindan mayor liquidez, pero también pueden presentar riesgos asociados con la volatilidad de los mercados y el desempeño de las compañías mineras.",neutral
Activos negociables:Tressis pone a disposición de los inversores más de 8000 fondos de inversión de más de 150 gestoras nacionales e internacionales.,neutral
"""No podemos hablar de una recuperación del mercado laboral si lo que hacemos es reemplazar empleos de calidad por trabajos inestables"".",negativo
"El reporte destaca seis acciones con recomendación de compra y en las que el banco afirma tener una visión diferenciada, apoyada en datos propios y análisis sectorial.",positivo
Ver más: Un fondo vinculado a SpaceX y Anthropic salta más de 1.500% por encima del valor de sus activos,positivo
Trump relaja las sanciones al petróleo de Venezuela para intentar contener la escalada del precio del crudoLa Casa Blanca autoriza a empresas estadounidenses a operar con la petrolera estatal PDVSA y suspende algunas restricciones clave al transporte energético ante la escalada de precios provocada por la guerra con Irán.,neutral
"Además, está ahora fusionada con la empresa de inteligencia artificial (IA) de Musk, xAI, una combinación que tiene como meta ""formar el motor de innovación integrado verticalmente más ambicioso, tanto en la Tierra como fuera de ella"", tal y como resaltó el empresario el pasado febrero.",neutral
"Según el Banco, la medida responde a la necesidad de que la inflación retome una senda decreciente.",neutral
"Sin embargo, ante las expectativas de que la guerra de Estados Unidos e Israel contra Irán no acabe pronto, Jørgensen llamó a las capitales a ""considerar la promoción de medidas de ahorro de demanda, con especial atención al sector del transporte"".",neutral
Se verá que eso afecta a la confianza de los consumidores de EE UU y sabemos que el 70% del PIB de Estados Unidos lo generan los consumidores.,neutral
"En el mercado de opciones, las apuestas a la apreciación del dólar dominan las perspectivas de cara a fin de año.",positivo
"Y aunque esperarían que los precios del petróleo a corto plazo caigan en caso de una resolución del conflicto, prevén que las materias primas “sigan siendo atractivas como fuente de crecimiento y diversificación para las carteras”.",neutral
"Scotiabank mantiene perspectivas favorables al 2027, pero anticipa una inflación más alta en la región debido al contexto actual.",neutral
"La crisis financiera global, la pandemia o el reciente repunte de la inflación son recordatorios de que los modelos y las previsiones rara vez capturan toda la complejidad de la realidad.",neutral
"30510 Murcia- Teléfono: 965681770- Web: www.xti.es- Facturación 2023: 117,23 millones de euros- Nş de empleados: 30MARTÍNEZ SANTA, ÁngelPRESIDENTECapital riesgoABAC CAPITAL- Sede social: C/ Lleó XIII, 24.",neutral
"No lo tengo del todo claro, porque también se vio cómo el oro subía el viernes, y el oro realmente ha tenido un rendimiento inferior últimamente.",neutral
"«Minesota hace caso omiso de esto en favor de la denominada ‘identidad de género’, una decisión que antepone la ideología a la biología, la equidad y la seguridad», alegan en la demanda.",negativo
"Ahora, la compañía tendrá que publicar un informe al menos 15 días antes de iniciar su gira de reuniones y presentaciones de su IPO con inversores.",neutral
"La subida más relevante fue la de 2024, cuando los blindajes ascendieron a 40 en la entidad financiera.",neutral
"En su opinión, “la estabilidad actual del euríbor refleja el enfoque prudente del BCE, que está valorando cada dato económico antes de mover los tipos.",neutral
"La transacción marca un hito en el plan de expansión regional de la compañía, consolidando su presencia en el extremo sur del país mediante un plan de inversión que superará los US$ 10 millones.",positivo
"Barcelona- Teléfono: 934520844- Web: www.eada.edu- Facturación 2024: 25,2 millones de euros- Número de profesores: 42- Nş de empleados: 180- Nş de alumnos: El total de participantes durante el curso académico 2023/2024 es de 5.998 distribuidos en 304 actividades formativasPURSALS, KokePRESIDENTEDÍAZ, JordiDECANO Y DIRECTOR GENERALEDEM, ESCUELA DE EMPRESARIOS- Sede social: Plaça de l'Aigua, 1.",neutral
"""Por ello, si el conflicto se prolonga o se intensifica, podríamos ver un euríbor todavía más volátil y con tendencia al alza, al menos en el corto plazo, especialmente si el BCE cambia el rumbo previsto y se ve obligado a endurecer de nuevo su política monetaria”, añade Martínez.",negativo
"En este sentido, cabe destacar que la independencia del Banco no implica que las decisiones estén desconectadas de la realidad económica, sino que responde a un diseño institucional que prioriza la estabilidad de largo plazo y en este esquema, la Junta Directiva toma decisiones técnicas con base en variables como inflación, expectativas y condiciones externas, evitando que factores coyunturales determinen el rumbo monetario.",neutral
"""Estamos reforzando nuestra expansión internacional en 2026, especialmente en Estados Unidos, donde nuestros productos ya están certificados, y en nuevos mercados de Latinoamérica.",positivo
"Las indicaciones de 2026 refuerzan la capacidad de la CNMC para endurecer las sanciones, amplían su margen de maniobra y sitúan en el centro de su política sancionadora tanto a las grandes compañías como a sus directivos.",negativo
"La acción sube 14,77% en el año.",positivo
Tanto la Fed como el BCE están vigilantes.,neutral
"Pasado el mediodía parecía que el nivel recuperado se diluía, pero un repute mantuvo el optimismo del mercado por encima de los 17.100 puntos hasta la última media hora de la cotización cuando rebajó su subida.",positivo
"Uno de sus proveedores, la firma de cosméticos Skin Clinic, ha entrado en el Fondo II.",neutral
"Durante 2025 esta división ha experimentado un crecimiento del 5,8% respecto al ejercicio anterior, elevando su contribución al total de ingresos del Grupo desde el 31% hasta el 38%.",positivo
"José Salgado, director general de Singular Bank, ha señalado que ""la incorporación de Jaime y Guillermo supone un paso más en nuestra estrategia de crecimiento y refuerzo del servicio que prestamos a nuestros clientes.",positivo
"El presidente de la Reserva Federal, Jerome Powell, consideró este lunes que la actual política monetaria de la entidad que dirige está en una ""posición adecuada"" para afrontar el encarecimiento del crudo y otros efectos de la guerra en Irán, los cuales insistió en que deben encararse con paciencia por el momento debido a que las crisis energéticas tienden a ser repentinas y fugaces.",neutral
"El precio del petróleo se estabiliza en 115 dólaresLa cotización del barril de Brent se mantiene en la jornada de hoy con subidas del 2,5%, de forma que su precio se estabiliza en 115,4 dólares.",neutral
"En concreto, el fondo estadounidense ha acordado con el gigante canadiense el traspasado de la cartera por una contraprestación neta de 1.050 millones, cifra un 11,6% inferior a los 1.188 millones que Fidere concedió a su cartera en la última valoración de activos comunicada al mercado.",negativo
"46980 Valencia- Teléfono: 961344238- Web: www.toyplanet.es- Facturación 2024: 96,5 millones de euros (incluye tiendas asociadas)- Nş de empleados: 760 (incluye tiendas asociadas)SIMBA TOYS ESPAŃA- Sede social: Ed.",neutral
Goldman vuelve a elevar su previsión sobre el petróleoPor segunda vez en menos de dos semanas Goldman Sachs ha ajustado al alza sus estimaciones sobre el precio del petróleo.,negativo
"Así lo ha declarado en una entrevista en el diario británico The Telegraph, en la que asegura que la alianza transatlántica es un ""tigre de papel"" que ""nunca"" le convenció, una opinión que afirma que también comparte su homólogo ruso, Vladímir Putin.",neutral
"Se prevé que las tarifas sean más competitivas para los grandes distribuidores, como Mercadona o El Corte Inglés, debido a su mayor capacidad de negociación por volumen de transacciones.",positivo
"Según datos de The Motley Fool, su segmento DTC (Disney+ y Hulu) generó 1.300 millones de dólares en ingresos operativos en el año fiscal 2025.",positivo
"En el plano corporativo, en la jornada de hoy destacó la subida de las empresas tecnológicas con Nvidia subiendo 2 por ciento, AMD un 7 por ciento e Intel otro 7 por ciento.",positivo
"A continuación, se detallan los nuevos valores:- Asignación Universal por Hijo (AUH): $136.666 por hijo- Asignación Universal por Hijo con Discapacidad: $445.003 por hijo- Asignación Familiar por Hijo (primer rango de ingresos): $68.341 por hijo- Asignación Familiar por Hijo con Discapacidad (primer rango de ingresos): $222.511 por hijoEstas prestaciones se abonan de acuerdo al calendario de pagos de ANSES, que está organizado según la terminación del DNI de cada beneficiario.",neutral
"En ese certamen alcanzó la final cediendo apenas un set, en lo que fue su mejor rendimiento de la temporada y una muestra de que su nivel estaba en ascenso.",positivo
"No obstante, el resultado de explotación pasó de registrar unas pérdidas de 95,5 millones a 57,4 millones pese a que el grupo se vio obligado a registrar provisiones significativas y gastos extraordinarios como los originados por la reestructuración, que alcanzaron los 6,4 millones, y el expediente de regulación de empleo con el que redujo su plantilla en 180 empleados, que tuvo un coste de 65,2 millones.",negativo
"«Si constantemente sermoneas a la gente sobre lo malos que somos como especie para todas las demás, no estás cumpliendo un objetivo positivo, pero si les planteas un desafío, algo concreto que puedan hacer, eso les hace sentir que tienen capacidad de influir en el cambio», apunta Cameron.",neutral
"El déficit público bajó en 2025 hasta el 2,2% del PIB descontando el impacto de la DANA (la Comisión Europea permite exceptuar los gastos extraordinarios por catástrofes), y del 2,4%, si se incluye.",neutral
"No obstante, distintos analistas y fuentes señalaban que EM&E planeaba realizar los ajustes pertinentes para que la SEPI se mantuviera como primer accionista de Indra.",neutral
"Este hito plantea importantes desafíos técnicos, especialmente en el rendimiento del escudo térmico, diseñado para soportar temperaturas extremas.",neutral
"Esperamos que los factores impulsores se mantengan prácticamente sin cambios con respecto al cuarto trimestre, lo que significa buenos precios, un contexto sólido en EEUU y un panorama mixto pero en general positivo en Europa"", dicen.",positivo
"Así, para un petrolero de gran tamaño —un VLCC (Very Large Crude Carrier) con capacidad de dos millones de barriles— cuyo valor ronda los 100 millones de euros, la póliza de guerra tendría un coste de 5 millones, un precio desorbitado para los parámetros del sector marítimo.",negativo
La compañía cotiza en Bolsa desde 2016 y está regulada por la CNMV de España.,neutral
"“Todavía hay mucha volatilidad, el mercado sigue siendo frágil”, advirtió Remi Olu-Pitan, de Schroders.",negativo
"JAPÓN INFLACIÓNTokio - Japón pone fin al impuesto provisional al diésel, una medida que se suma a la eliminación, en diciembre, del gravamen a la gasolina, lo que supondrá unas pérdidas anuales al Estado de unos 8.173 millones de euros.",negativo
"Tras este respaldo de los embajadores comunitarios, los textos se adoptarán formalmente tan pronto como concluya su revisión legal y lingüística, explicó en un comunicado el Consejo, que previó que el acuerdo pueda ya aplicarse provisionalmente en la mencionada fecha.",neutral
"Según se anunció en septiembre, la idea es que Rovi siga fabricando productos a BMS de manera anual durante los próximos cinco ańos, en los que BMS pagaría un mínimo de 50 millones de dólares por cada ańo de contrato.",positivo
"La renta variable española cierra la semana con caídas del 0,95% en una sesión claramente en negativo mientras coloca la vista en el mes transcurrido de recortes más que importantes, que arrojan un saldo negativo del 8,8% y que encaminan al Ibex 35 a marcar su primer mes en negativo desde junio del pasado ejercicio.",negativo
"Cree que parte de la defensa europea ya no cotiza a niveles realistas y aplaude el crecimiento económico españolLa racha alcista en América Latina y Asia, con sus Bolsas ya en máximos, continúa este año.",positivo
"08019 Barcelona- Teléfono: 932402020- Web: www.isdin.com- Facturación 2024: 642 millones de euros- Nş de empleados: 1.700NAYA, JuanCONSEJERO DELEGADOJOHNSON & JOHNSON- Sede social: PE.",neutral
"Manoteras, 44, 4Ş. 28050 Madrid- Teléfono: 915613388- Web: www.gloval.es- Facturación 2024: 33 millones de euros- Nş de empleados: 300REY, RobertoPRESIDENTE Y CONSEJERO DELEGADOGREYSTAR- Sede social: Pş Castellana 95.",neutral
"Fráncfort (Alemania) (EFE).- El Banco Central Europeo (BCE) quiere reducir la gran dependencia en Europa de proveedores de servicios de pago no europeos como Visa, Mastercard, PayPal, Apple Pay o Google Pay.",neutral
"Pero la situación actual recuerda a la de 2022, cuando las consecuencias de la pandemia y la invasión rusa de Ucrania provocaron una inflación en la energía y las materias primas que llevó a los grupos de bienes de consumo y a los minoristas a subir los precios de forma agresiva.",negativo
"Destaca su crecimiento en el negocio de redes reguladas y el elevado nivel de cobertura en generaci�n. Es un valor adecuado para los que buscan estabilidad, dividendo y beneficio predecible, seg�n iBroker.",positivo
"De confirmarse este escenario, podríamos ver una recuperación de las bolsas, una mayor estabilidad en las divisas —incluido un dólar que considero sobrevalorado— y un renovado protagonismo de activos como los bonos, el oro y la plata al alza.",positivo
"Bolsa vs oro: qué tocará suelo antesLa notable debilidad que ha mostrado la cotización del oro en plena guerra de Irán plantea a los inversores la pregunta de qué tocará suelo antes en sus caídas: un activo de riesgo como la Bolsa o uno teóricamente de refugio, pero en horas bajas, como el oro.",negativo
